gene,cluster_1,cluster_2,cluster_3
prkag2,0.054316596,0.055163035,0.063536728
galnt11,0.065759076,0.059762253,0.059085968
kmt2c,0.093301519,0.118094987,0.141511337
x1700096k18rik,0.039220409,0.069636434,0.033043633
xrcc2,0.010071132,0.009339206,0.00089942
actr3b,0.0055872,0.004435263,0.002941199
paxip1,0.044669905,0.051337572,0.030189416
insig1,0.049664857,0.037492273,0.059237319
en2,0,0,0.002261592
rbm33,0.118771342,0.099945463,0.067618117
rnf32,0.000665648,0.001067153,0
lmbr1,0.003711598,0.001711204,0.003389144
nom1,0.115186079,0.09933142,0.048851622
ube3c,0.096195005,0.062784953,0.070087201
dnajb6,0.828102167,0.734116245,0.938812038
il6,0.001342615,0,0.098732097
tyms,0.233176786,0.072272186,0.076202726
hadha,0.383208987,0.284120432,0.183529942
hadhb,0.387447825,0.415437204,0.183875552
adgrf3,0.001315026,0.000478554,0.009545651
ept1,0.119451445,0.059190481,0.027835146
otof,0,0.000278079,0.00279496
kcnk3,0.008851831,0.002885774,0.001039449
slc35f6,0.03844591,0.056105155,0.057704172
cenpa,0.57765084,0.25087147,0.155517624
mapre3,0.019148672,0.051001693,0.011292551
tmem214,0.130117073,0.10990694,0.072270356
agbl5,0.011349663,0.009308723,0.00037207
ost4,1.231842585,1.07514751,0.960650196
emilin1,0.00255995,0.004692062,0.000900878
khk,0.068539955,0.073748686,0.08215646
cgref1,0,0.000627228,0.012387707
preb,0.241732356,0.30223305,0.124820828
slc5a6,0.002330216,0.006116801,0.007361955
atraid,0.355756919,0.347319228,0.209173577
cad,0.079895557,0.034919633,0.006624925
mpv17,0.093060251,0.155617649,0.079022576
gm29609,0.001243749,0.000336045,0
gtf3c2,0.117658699,0.131407276,0.129218931
eif2b4,0.167812468,0.109541387,0.092792251
snx17,0.431073827,0.432186862,0.346675295
zfp513,0.079040674,0.087098417,0.207690788
ppm1g,0.57446421,0.690572083,0.307947716
nrbp1,0.308117198,0.423309235,0.480337733
krtcap3,0.073411731,0.077610608,0.021162589
ift172,0.00284612,0.017504973,0.214501626
fndc4,0,0.024088874,0.017577573
zfp512,0.1404298,0.550170011,0.05252927
x4930548h24rik,0,0.001539801,0
gpn1,0.069938421,0.113948512,0.090653288
supt7l,0.083172999,0.058202996,0.063024786
slc4a1ap,0.138926145,0.140328929,0.095450481
gm43660,0,0,0
ai839979,0.00911238,0.009871997,0.01546519
mrpl33,1.328953139,1.159544088,0.665220509
rbks,0.066558194,0.054137793,0.056511542
bre,0.373203483,0.31918979,0.272302885
fosl2,0.121472857,0.198917495,0.138994796
ppp1cb,0.372642063,0.27099445,0.378975011
gm15614,0,0.001168085,0
yes1,0.004747785,0.007494972,0.026055999
pisd,0.091005743,0.108221641,0.21911069
prr14l,0.046208678,0.046495497,0.045828225
depdc5,0.032563423,0.029714369,0.057456392
ywhah,1.312840807,1.120179682,1.516852647
ctbp1,0.587461363,0.518517489,0.349486608
maea,0.287547281,0.271837178,0.338864603
uvssa,0.04975678,0.067050466,0.040942325
fam53a,0.189039775,0.19071295,0.062750517
gm9903,0.00300424,0,0
slbp,0.640968845,0.654252129,0.321728167
tmem129,0.082705084,0.061878581,0.023525999
tacc3,0.057638235,0.039759054,0.036313835
letm1,0.297687984,0.209184303,0.163908056
whsc1,0.193136674,0.113288802,0.106082495
nelfa,0.142739109,0.093013291,0.043007811
gm1673,0.006566086,0.005920373,0.001563505
nat8l,0.001684399,0,0
haus3,0.092458084,0.121591848,0.053506857
mxd4,0.453257818,0.367285128,0.110088833
zfyve28,0.007682774,0.002762634,0
rnf4,0.276641168,0.282023197,0.243077919
fam193a,0.074176986,0.100672336,0.138031647
tnip2,0.036531884,0.02350739,0.162561557
sh3bp2,0.057283339,0.063430016,0.033068117
add1,0.349318014,0.311718306,0.414538586
mfsd10,0.302906792,0.276144406,0.079295755
nop14,0.16773139,0.160074422,0.06576763
grk4,0.019376557,0.009028039,0.005665894
htt,0.085935686,0.090240937,0.075629615
msantd1,0,0.000871356,0.004385785
rgs12,0.004468464,0.012889933,0.232534185
hgfac,0.00202987,0.002858166,0
lrpap1,0.252777577,0.238363731,0.133315557
trmt44,0.020074652,0.024184981,0.014076805
acox3,0.070447674,0.077518709,0.077022535
htra3,0.001024658,0.003294666,0.000900878
sh3tc1,0,0.011422859,0.008191046
ablim2,0.028481608,0.001286072,0.000683299
afap1,0,0.003276731,0.086060183
x2210406o10rik,0,0.001298147,0.00355071
grpel1,0.527307276,0.434525056,0.363967226
tada2b,0.017292827,0.01978503,0.019987216
ccdc96,0,0,0.011020726
tbc1d14,0.093199666,0.060879137,0.239298885
d5ertd579e,0.117215081,0.127044955,0.100394419
bloc1s4,0.26083623,0.223555017,0.152025765
mrfap1,0.908887397,0.793519931,0.833546418
man2b2,0.159114188,0.061025501,0.045683041
wfs1,0.006349797,0.011369295,0.006031302
jakmip1,0.254907588,0.339605901,0.018180094
crmp1,0.113366506,0.006123252,0.004840611
stx18,0.149036401,0.103628802,0.103368853
zbtb49,0.015012096,0.013243855,0.012340994
lyar,0.34666037,0.311881226,0.199757307
tmem128,0.579019168,0.481824611,0.668006649
slc2a9,0.012116549,0.013944619,0.005676392
wdr1,0.98054601,0.693007283,1.265446249
zfp518b,0,0.006437348,0.013349576
clnk,0.004025918,0.128203419,0.002864045
hs3st1,0.002128739,0.002020214,0.002587234
rab28,0.161744669,0.116748708,0.096659818
bod1l,0.415029861,0.397228779,0.26073791
gm7854,0,0.000311618,0
cpeb2,0.016906927,0.026481997,0.012223719
cc2d2a,0.001502501,0,0.042947716
fbxl5,0.113069566,0.068398272,0.143330075
gm42555,0,0,0
bst1,0.013337485,0.031175514,0.061532506
cd38,0.203762307,0.051733179,0.077634201
gm7879,0.011320553,0.010530577,0.015211964
tapt1,0.041917568,0.042322577,0.012957755
gm42984,0,0.001337355,0
d5ertd615e,0.000727513,0.014282197,0.001523787
gm43303,0,0.020773523,0.002762084
qdpr,0.212316966,0.189093557,0.148249541
lap3,0.130765552,0.141149454,0.071029839
med28,0.842976525,0.807200333,0.683832352
ncapg,0.026694354,0.008973902,0.003931382
lcorl,0.02920738,0.04381946,0.028306368
pacrgl,0.050213023,0.061157311,0.020971826
ppargc1a,0,0.017739537,0
dhx15,0.34011798,0.220426754,0.264197659
sod3,0,0.000435213,0.097735347
ccdc149,0,0.000278079,0.005806278
sepsecs,0.037191145,0.015726252,0.152639386
pi4k2b,0.040557693,0.013599917,0.094266783
zcchc4,0.045078434,0.039587717,0.045210759
anapc4,0.109602992,0.096952481,0.074382636
smim20,0.327091344,0.323120168,0.342641894
rbpj,0.563087873,0.152285854,0.395567583
gm42747,0.000650427,0.000769675,0.015268563
tbc1d19,0.010390256,0.015734151,0.001190364
stim2,0.13059093,0.121400748,0.050794164
pcdh7,0,0,0
arap2,0.196531606,0.226386303,0.174899474
x0610040j01rik,0.001566837,0.002109017,0.000976072
rell1,0.036224161,0.035479804,0.096934465
pgm1,0.115497734,0.092186058,0.03644796
tbc1d1,0.194702381,0.206165975,0.524313236
gm3716,0,0,0
klf3,0.074441315,0.161538609,0.319559531
tlr1,0.019431293,0.00805857,0.035643446
tlr6,0.008223121,0.007333623,0.007666528
fam114a1,0.004279003,0.007505765,0.018676391
tmem156,0.022631927,0.02076366,0.013497177
klhl5,0.030381587,0.033956453,0.190764951
wdr19,0.003404502,0.00405117,0.001694567
rfc1,0.220575102,0.169587665,0.108370496
rpl9,3.628805425,3.674363654,3.206313761
lias,0.129762716,0.122651101,0.076476839
ugdh,0.109317308,0.093119151,0.134081188
smim14,0.502024397,0.516568871,0.825637746
ube2k,0.502658652,0.453022628,0.592117504
gm42726,0.024920268,0.025352734,0.062269692
pds5a,0.148113762,0.130935524,0.157445496
n4bp2,0.02274285,0.016464569,0.03123772
rhoh,0.80447556,0.464931236,0.061106569
rbm47,0.02039175,0.007247633,0.041507925
apbb2,0.005141535,0.002763805,0.001039449
uchl1,0.004203911,0.000871153,0
gm42670,0.018884588,0.023414707,0.024503888
tmem33,0.414897304,0.298031728,0.344023767
slc30a9,0.118065572,0.058566765,0.061175352
gm43698,0,0.000518732,0
bend4,0.035158754,0.011591011,0.042407618
atp8a1,0.044558035,0.048703599,0.034761241
guf1,0.05292954,0.057327704,0.033920641
gnpda2,0.230046421,0.170049216,0.15851691
commd8,0.402701204,0.504513605,0.467467662
nfxl1,0.01998559,0.009902849,0.014140717
cnga1,0.012415694,0.006556355,0.001118773
nipal1,0.025606241,0.010607186,0.130120088
txk,0.296502091,1.292572093,0.050090988
tec,0.061396236,0.058610288,0.067831626
slain2,0.161811583,0.1261034,0.180523832
fryl,0.212282466,0.28168944,0.261195627
ociad1,0.609226223,0.620063271,0.422483599
ociad2,0.041522015,0.008709116,0.004052748
dcun1d4,0.028213315,0.005267813,0.003264478
sgcb,0.080037492,0.027838702,0.028301797
usp46,0.028273372,0.019080518,0.019297496
rasl11b,0.009924603,0.012308257,0.002445103
scfd2,0.041915303,0.050242959,0.008847285
fip1l1,0.425727862,0.365166974,0.26854394
chic2,0.646187755,0.459222667,0.359914833
kit,0.018864289,0.084845885,0.081090257
gm19590,0.001248074,0.034426061,0
kdr,0.001698176,0.005052791,0.044143066
srd5a3,0.212660141,0.163468022,0.184843018
tmem165,0.409837171,0.217748824,0.217521268
clock,0.078370193,0.065923885,0.056448402
gm7467,0.007068226,0.003898593,0.006414906
exoc1,0.096838555,0.065578348,0.08358134
cep135,0.042942595,0.038697751,0.037246761
aasdh,0.014971359,0.015367037,0.010702897
ppat,0.153702971,0.089339981,0.072987113
paics,0.453894522,0.284309865,0.21662308
srp72,0.507734053,0.385076335,0.243573601
hopx,0.136456782,0.124601976,0.103718943
hopxos,0.062618417,0.01210308,0.001756954
spink2,0.002900527,0.001724329,0
rest,0.217182431,0.194898481,0.34493509
noa1,0.143864244,0.077626397,0.024925894
polr2b,0.143857817,0.131359916,0.068037362
igfbp7,0.12752508,0.003146183,0.011848999
cenpc1,0.077418626,0.065946698,0.033982025
stap1,0.381011763,0.181202697,0.055509001
uba6,0.047486271,0.054246857,0.047870515
gm43057,0.002268308,0.001167865,0
ythdc1,0.353370521,0.345320134,0.338489486
jchain,0.004323729,0.002472042,0
utp3,0.483025157,0.471640686,0.43558513
rufy3,0.01558728,0.040193708,0.169210891
grsf1,0.118393313,0.08680139,0.079182405
mob1b,0.089495155,0.073900222,0.080611997
dck,0.116447255,0.05521057,0.085662682
cox18,0.161496723,0.094086542,0.037484812
ankrd17,0.27107699,0.219956266,0.188708032
gm9958,0,0.002991879,0
afp,0.00054019,0.004642658,0
pf4,0.006299651,0.028046849,0.068580823
cxcl3,0.001703321,0.001055975,0.006282486
cxcl1,0,0,0.016089583
cxcl2,0.007867503,0.01617491,0.019489313
mthfd2l,0.044619902,0.048681521,0.016398882
areg,0.008746644,0.002205055,0.02712802
rchy1,0.384710037,0.496970937,0.343130434
cdkl2,0.009366845,0.00709607,0.001200487
gm26582,0,0,0
g3bp2,0.64885277,0.494395726,0.336214562
uso1,0.116885497,0.128709286,0.087426625
ppef2,0,0.000523709,0
naaa,0.125799099,0.173597538,0.206141215
sdad1,0.078538947,0.076016762,0.029189742
cxcl9,0.03344448,0.041482379,0.376534605
art3,0.002512395,0.000361014,0
cxcl10,0.081265413,0.120643167,0.164833643
nup54,0.099402098,0.087915272,0.11448672
scarb2,0.206224471,0.23168655,0.267616644
stbd1,0.00468064,0.004738443,0.223278272
11-Sep,0.580909222,0.465334435,0.100188347
ccni,0.539710881,0.303121418,0.59119619
x2010109a12rik,0.025373423,0.01550958,0.006691914
ccng2,0.183332328,0.127321993,0.286759943
cnot6l,0.3923503,0.321086725,0.170322653
mrpl1,0.133096535,0.108046457,0.089218014
anxa3,0.014739624,0.027444948,1.391025465
x1700016f12rik,0,0,0.008699876
gm33370,0.003300339,0.002414552,0
gm8013,0.012391751,0.01080378,0.011324779
gm9484,0.001544598,0.000387611,0.006279504
bmp2k,0.053951153,0.049534087,0.628025576
paqr3,0.006746658,0.008323187,0.009046173
antxr2,0.044159262,0.059554241,0.197847046
rasgef1b,0.010925402,0.010521503,0.018664204
a930011g23rik,0,0.002264477,0
hnrnpd,0.455410125,0.410212031,0.439953323
gm17092,0.003578004,0.004610433,0.001358214
x4930524j08rik,0.008118938,0.005372019,0.004130953
hnrnpdl,0.559276077,0.527283637,0.47066482
enoph1,0.070097344,0.052136747,0.083034764
tmem150c,0.001217113,0,0.306876478
sec31a,0.161027547,0.130125963,0.096603945
x5430416n02rik,0.049637837,0.042662275,0.015940545
lin54,0.023974471,0.028282019,0.02589271
cops4,0.555173448,0.331274295,0.219557593
plac8,1.894976346,1.12451299,0.921340202
coq2,0.158057944,0.150768101,0.040569818
hpse,0.040952313,0.024420087,0.050396719
helq,0.023306088,0.009346066,0.004323234
mrps18c,0.641072122,0.477826228,0.470242609
fam175a,0.043042979,0.042114372,0.015349691
agpat9,0.005745011,0.002256967,0.006884282
cds1,0,0.000151976,0.017111332
wdfy3,0.001708898,0.003397988,0.01889633
gm29707,0,0,0
arhgap24,0.005200863,0.001609473,0.000787316
ptpn13,0.052309289,0.004464601,0.001955856
aff1,0.024343034,0.035493634,0.073570581
klhl8,0.011087983,0.04022372,0.067035536
hsd17b11,0.04900027,0.061092299,0.180312849
nudt9,0.283943079,0.226673203,0.872584807
spp1,0.302062405,0.387574991,0.059714876
pkd2,0.001899063,0.008633015,0.013243364
bc005561,0.07700031,0.172592839,0.039019511
d930016d06rik,0.012027819,0.01701942,0.012723522
zfp951,0.002333554,0.009106307,0.005547763
abcg3,0.025259714,0.014713185,0.006807768
gbp8,0.148311099,0.157355786,0.186682526
gbp9,0.15445947,0.121168335,0.11335109
gbp4,0.352159796,0.309201388,0.279662714
gbp6.1,0.129033363,0.040151123,0.0117047
gm42749,0,0.001607028,0
lrrc8b,0.015368001,0.017464397,0.027639673
lrrc8c,0.276097093,0.206393809,0.245051349
lrrc8d,0.046914576,0.029852824,0.051147074
zfp326,0.079246196,0.105146514,0.052578954
zfp644,0.205671639,0.266925861,0.394392797
cdc7,0.018766288,0.020622765,0.006894062
brdt,0.006513019,0.004146243,0.001152026
btbd8,0.008343267,0.002420392,0.005203828
a830010m20rik,0.013459265,0.003091786,0.003312958
glmn,0.081229911,0.039087145,0.017887824
rpap2,0.121217679,0.049397918,0.027853128
a930041c12rik,0.00193939,0.004440919,0.000811542
gm26692,0.004212181,0.005423701,0
x4930428o21rik,0.004601371,0.007215594,0.00041564
gfi1,0.127864947,0.091297759,0.008216188
evi5,0.002864543,0.006141031,0.042896289
rpl5,2.833564302,2.752016973,2.081100616
fam69a,0.108630838,0.101121154,0.057030444
mtf2,0.222375786,0.157924964,0.122431178
tmed5,0.68197197,0.663387444,0.201596055
ccdc18,0.006069306,0.007767698,0.002755884
dr1,0.137540563,0.103619068,0.131552823
pigg,0.011387323,0.009626907,0.010719542
atp5k,1.357980246,0.980299877,1.029344708
mfsd7a,0.000655351,0.005066825,0.004303836
pcgf3,0.044336053,0.058450054,0.042425363
gak,0.143503327,0.098342975,0.129858942
tmem175,0.13052956,0.069948803,0.024709635
dgkq,0.005397161,0.011479482,0.002146643
idua,0.024540306,0.020644771,0.051019238
crlf2,0.865730153,0.581178057,0.316547189
x5430403g16rik,0.018879238,0.02681716,0.010910211
x4930522l14rik,0.056975107,0.089243888,0.028731889
gm15446,0.048145593,0.040097038,0.019888186
zfp932,0.102962276,0.069748442,0.019600201
gm17655,0,0.00154949,0
plcxd1,0.009300364,0.003067211,0
gtpbp6,0.11735595,0.105293535,0.074794555
zfp605,0.016384036,0.008405334,0.00494624
chfr,0.201549997,0.117969239,0.146771579
golga3,0.061049243,0.047182398,0.041313917
gm43137,0.003451944,0.000301885,0
ankle2,0.043290525,0.068530581,0.048287751
pgam5,0.136578044,0.104702286,0.064578376
pxmp2,0.113103241,0.025927063,0.256726825
pole,0.028663879,0.011666205,0.031033738
fbrsl1,0.0661964,0.038749106,0.250207294
gm26711,0,0,0
a630023p12rik,0.001282287,0,0.004389125
galnt9,0.026352925,0.005345952,0.009814417
noc4l,0.184098594,0.114699882,0.058162351
ddx51,0.036191636,0.02776713,0.023404409
gm42595,0,0.00650332,0.001410076
ep400,0.193351661,0.198375155,0.16216978
gm15559,0.005137049,0.001151324,0.004824671
pus1,0.175031038,0.190584432,0.115518966
gm26515,0.002112748,0.001789343,0.001861187
ulk1,0.028933455,0.017091872,0.009549283
hscb,0.43571683,0.257841359,0.152303793
chek2,0.017404535,0.012457956,0.008085833
ttc28,0.011928912,0.026853713,0.001657929
pitpnb,0.18953653,0.137536317,0.111512882
cryba4,0.006638723,0.002442729,0.006138773
crybb1,0.002205557,0.00341392,0
tpst2,0.661528747,0.60326815,0.175985107
tfip11,0.117882728,0.0593566,0.058954555
srrd,0.099701797,0.075971319,0.10522753
hps4,0.053886071,0.03769514,0.04939993
asphd2,0,0,0
adrbk2,0.008409415,0.015248991,0.814543061
x2900026a02rik,0.3164547,0.136275764,0.013139549
wscd2,0.038327431,0.016317576,0.00422209
cmklr1,0.00154136,0.023092466,0.007723117
ficd,0.011786738,0.013339487,0.009217625
sart3,0.08790595,0.085861435,0.119136945
iscu,0.354129289,0.372830886,1.980024902
tmem119,0.002615959,0.008122617,0.024148479
selplg,1.763398621,2.106405953,2.118916165
coro1c,0.195176115,0.173404067,0.252529993
ssh1,0.082376063,0.086062349,0.542144765
dao,0,0.000389241,0.011325036
usp30,0.026659091,0.037779978,0.023874636
alkbh2,0.08103162,0.065630314,0.025464662
ung,0.152142793,0.056934847,0.021821456
myo1h,0.002903089,0,0.004403786
kctd10,0.193455607,0.12397559,0.175672092
ube3b,0.065407749,0.035686199,0.04345032
mmab,0.040229019,0.034655635,0.009362294
mvk,0.081675816,0.064362768,0.090958095
fam222a,0.002815048,0.002483124,0
trpv4,0,0.000186229,0.002718779
gltp,0.82655656,0.631327264,0.872277658
tchp,0.025246736,0.039545064,0.01828846
git2,0.294032873,0.390332769,0.37094903
x4930515g01rik,0.009271995,0.004694419,0.013631737
ankrd13a,0.192429188,0.236881645,0.28603832
x1500011b03rik,0.102555188,0.084061953,0.074524893
x2610524h06rik,0.289947177,0.130509516,0.129999989
oasl2,0.025895811,0.078405724,0.358464825
gm13822,0,0.005193621,0.004003872
oasl1,0.02343475,0.060692491,0.25271641
x2210016l21rik,0.262239617,0.239713312,0.235896345
sppl3,0.072977422,0.082485254,0.131256069
acads,0.340741904,0.23227835,0.135535261
unc119b,0.234889499,0.179742684,0.028558883
mlec,0.393545606,0.212463455,0.09404339
pop5,0.574216222,0.455781269,0.294321411
rnf10,0.34265074,0.239936457,0.210376445
coq5,0.150617557,0.144391914,0.061244656
dynll1,1.7781702,1.534697353,1.408658379
gm13830,0,0.005797645,0.001362255
srsf9,0.300123864,0.304334954,0.37140693
gatc,0.033510485,0.032693387,0.030064219
triap1,0.271889473,0.237141611,0.186073505
cox6a1,1.725715563,1.642974035,1.573975636
sirt4,0.028219908,0.020202516,0.010125525
pxn,0.168052297,0.186751608,0.173474024
rplp0,4.189156084,3.833958986,3.411719102
gcn1l1,0.103549716,0.106202191,0.088167128
x1110006o24rik,0.012970327,0.008250005,0.00603476
rab35,0.331365812,0.271529042,0.247747943
ccdc64,0.01601527,0.025883213,0.007371651
cit,0.032600419,0.012930423,0.007044986
gm14508,0.002506381,0.003219576,0
prkab1,0.113965749,0.19782886,0.071448223
gm13842,0,0.009641821,0.001448231
suds3,0.343858512,0.357525863,0.410059919
taok3,0.324903733,0.291562414,0.414513347
pebp1,1.02694261,0.869234139,0.559748578
bc051077,0,0.004838661,0.003769525
gm10399,0.002439712,0.010124731,0.15663001
vsig10,0.028252535,0.045168493,0.317214004
wsb2,0.112070088,0.082006628,0.155616682
rfc5,0.1192375,0.115947154,0.082269365
ksr2,0,0,0
fbxo21,0.057581336,0.045328323,0.031862694
tesc,0.108525613,0.100992096,0.041732605
fbxw8,0.080364328,0.045391037,0.047571167
x2410131k14rik,0.048164271,0.037084846,0.028027702
med13l,0.094034152,0.099837941,0.175910315
rbm19,0.052884108,0.040997927,0.017416471
plbd2,0.12215855,0.105660825,0.110209511
slc8b1,0.032665135,0.02982253,0.061344039
tpcn1,0.034050603,0.040387764,0.006740206
iqcd,0,0.000639767,0.001039449
rita1,0.011237735,0.009316784,0.007977909
ddx54,0.324146612,0.197117083,0.17818884
dtx1,0.011318239,0.009229925,0.002908356
oas2,0.005037133,0.005237046,0.018521176
oas3,0.114282957,0.062308549,0.126502885
oas1c,0.047758529,0.035763228,0.009774146
oas1g,0,0.003496513,0.017520737
oas1a,0.120717417,0.130763222,0.131609733
ptpn11,0.20387686,0.135612607,0.102099076
rpl6,3.53701528,3.435113618,2.873354567
gm15800,0.034479392,0.025457491,0.041359472
trafd1,0.255483121,0.222211586,0.713511307
gm42918,0.00211817,0.000151976,0.001039449
naa25,0.067030713,0.046539156,0.037349203
erp29,0.770839392,0.499910774,1.083067784
tmem116,0,0.001619447,0.001362255
mapkapk5,0.019747681,0.026319328,0.03010245
aldh2,0.033056049,0.139208475,0.112949223
acad12,0.006030409,0.014215685,0.003934789
acad10,0.001532166,0.00570508,0.00178239
brap,0.149268772,0.137664002,0.085614418
atxn2,0.025614266,0.035757701,0.104440815
sh2b3,0.033941099,0.077382231,0.280162326
fam109a,0.007077532,0.0114611,0.01780952
ccdc63,0.004677433,0.001921295,0.003612871
ppp1cc,1.071431724,0.787130428,0.390700997
hvcn1,0.191180624,0.224344959,0.135921165
tctn1,0.011549887,0.012155378,0.001668055
pptc7,0.058321343,0.062525149,0.119475601
rad9b,0.002089835,0.008548737,0.003641386
vps29,0.771047012,0.651802296,0.635650503
fam216a,0.100991731,0.065967429,0.023820882
