gene,cluster_1,cluster_2,cluster_3
b230322f03rik,0.008579065,0.007644821,0.000787316
ankrd27,0.067260965,0.047459548,0.093335299
pdcd5,0.831486971,0.689980251,0.698950109
dpy19l3,0.037764202,0.016404456,0.006498893
zfp507,0.03552753,0.034293987,0.004206139
tshz3,0.001745147,0.025510831,0.005382109
zfp536,0,0,0
uri1,0.244713848,0.161799469,0.134152329
ccne1,0.111586318,0.032094444,0.007590039
x1600014c10rik,0.241585761,0.123804272,0.166901839
plekhf1,0.04986632,0.06148124,0.002416661
pop4,0.163726851,0.133047953,0.116161424
zfp619,0.001125774,0.005650568,0.004654118
gm37494,0.010311181,0.019568988,0.045453966
gm26526,0.028335865,0.023725923,0.020735805
ai987944,0.090191262,0.077691388,0.121759392
aw146154,0.045843766,0.027059966,0.0253076
x2610021a01rik,0.021778113,0.018541642,0.002505946
zfp788,0.037263674,0.032444204,0.019686432
zfp141,0.027321941,0.032069001,0.005809576
gm5595,0.004567004,0.006324098,0
zfp715,0.025151399,0.015772854,0.004425107
siglecf,0.018208415,0.00144525,0.001251152
siglecg,0.006918714,0.003048511,0.274795177
nkg7,3.463641615,3.45845722,0.303696339
etfb,0.983082522,0.634104302,0.292015281
vsig10l,0.014821871,0.011376945,0.000900878
cd33,0.000655351,0.003333935,0.004002329
zfp658,0.006110012,0.007517206,0
zfp719,0.02040691,0.014586862,0.00534545
siglece,0.009276666,0.001241722,0.00153816
ctu1,0.032739086,0.018269961,0.011403911
klk8,0.539594196,0.0673179,0.027948081
klk1b9,0.002354039,0,0
klk1b27,0.015364501,0.001661241,0
klk1,0.022544806,0.003098672,0.003076285
x1700028j19rik,0.004096419,0.002194466,0.004204525
x2410002f23rik,0.081755186,0.060605592,0.023215585
clec11a,0.001269831,0.004660398,0.002208129
shank1,0,0.0011805,0.001567363
josd2,0.232982966,0.264972198,0.244632719
rp23.455c13.7,0,0.003806045,0.002203092
emc10,0.617985348,0.509848185,0.30066802
fam71e1,0.011351277,0.006335451,0.015541856
spib,0.003564344,0.00349428,0.141463158
pold1,0.073026969,0.062089136,0.183567178
nr1h2,0.270100966,0.300991932,0.424875069
napsa,0.366677826,0.458276295,1.181201226
kcnc3,0.001620312,0.005336335,0.004879014
zfp473,0.002922017,0.000966835,0.001889179
vrk3,0.291898344,0.32099083,0.29092583
atf5,0.054413859,0.029717367,0.069302631
nup62,0.209527526,0.130425724,0.228799162
il4i1,0.016455126,0.024166153,1.483073315
tbc1d17,0.159588775,0.142699502,0.083089023
akt1s1,0.082046537,0.094114024,0.066361416
pnkp,0.304138896,0.243716291,0.16449506
ptov1,0.028105233,0.025314507,0.383238345
med25,0.182085841,0.159981138,0.086816157
fuz,0.067922109,0.067816836,0.157070157
ap2a1,0.143164781,0.112931309,0.085105439
cpt1c,0.000652066,0,0
prmt1,0.559375702,0.548498174,0.317801853
gm15545,0.01017234,0.013475151,0.001118773
bcl2l12,0.128625538,0.100731308,0.055504513
irf3,0.302561412,0.288770149,0.208365064
scaf1,0.088564161,0.061779291,0.082988727
rras,0.079585474,0.071797965,0.294117999
prr12,0.060867459,0.054679521,0.057598457
prrg2,0.020233982,0.020420435,0.066931453
nosip,0.246074925,0.249564588,0.219691454
rcn3,0.038233801,0.023600509,0.006699117
fcgrt,0.036726977,0.034438702,0.151576411
rps11,3.942073222,3.971569476,3.776237398
rpl13a,4.443361818,4.349108206,3.709514612
flt3l,0.278495403,0.262481681,0.047762809
aldh16a1,0.073530199,0.052844792,0.11551543
pih1d1,0.192051677,0.227191728,0.230572123
dkkl1,0.194917625,0.063055311,0.025155712
tead2,0,0.001128929,0.003031008
cd37,1.004916332,1.100464873,0.220436276
trpm4,0.03437661,0.011205249,0.01003188
ppfia3,0.000938462,0.001308144,0.008960537
snrnp70,0.471540551,0.487406994,0.345799484
ruvbl2,0.207264292,0.185708992,0.094197002
gys1,0.013820101,0.026866423,0.020399649
ftl1,2.459490948,2.750641986,3.998308713
bax,0.968574856,0.755780879,0.946320393
dhdh,0,0.000868357,0.006708301
nucb1,0.643984519,0.471411488,0.105366312
ppp1r15a,0.20372241,0.269662761,0.808484759
plekha4,0,0.002925111,0
bcat2,0.135618448,0.13599034,0.218103727
rasip1,0.000652066,0.002698177,0.172058407
mamstr,0,0,0.022470704
dbp,0.022438008,0.042274362,0.020524647
sphk2,0.090532047,0.065752411,0.122289398
rpl18,3.565575884,3.503945143,3.075827336
sult2b1,0.050225878,0.200652019,0.006690858
lmtk3,0.021709981,0.009034199,0.004783091
cyth2,0.215473543,0.202910395,0.267879793
grwd1,0.084756763,0.05547209,0.014415922
kdelr1,0.47628499,0.395374207,0.531583365
tmem143,0.018754425,0.019647733,0.016695193
emp3,1.499533718,1.475759308,0.849386422
ccdc114,0,0.000788641,0
nomo1,0.067034047,0.046685251,0.027260047
kcnc1,0.004689926,0.035058478,0.000637282
sergef,0.094168885,0.078396482,0.053196053
saal1,0.10560433,0.083440377,0.039027124
saa3,0.001626527,0.002607001,0.002961799
hps5,0.039150914,0.027910984,0.036767597
gtf2h1,0.147269687,0.100368014,0.072047575
ldha,2.45427366,1.943701387,1.067126926
tsg101,0.329759062,0.273201004,0.322833448
uevld,0.011259347,0.004679803,0.009526235
spty2d1,0.202935993,0.211615125,0.174099463
rp23.218k15.3,0.027656386,0.033661993,0.027411414
tmem86a,0.010044676,0.0133013,0.014165515
ptpn5,0.027729381,0.003583745,0.003184277
zdhhc13,0.043867133,0.053033753,0.028859588
e2f8,0.010900307,0.003501839,0.017488393
gm2788,0.001114068,0.001080217,0.001564936
nav2,0.004112053,0.009625823,0.003123145
htatip2,0.305393622,0.233476014,0.189219186
prmt3,0.124536823,0.08994824,0.021564101
slc17a6,0.137921007,0.018806601,0.004084711
fancf,0.030646248,0.013165808,0.00037207
gas2,0.064873389,0.003724435,0.004941015
svip,0.028629668,0.012902971,0.007623305
siglech,0.005159999,0.002230063,0.00514201
tubgcp5,0.064301847,0.040079456,0.031952421
cyfip1,0.119074167,0.092904139,0.649236008
nipa2,0.231470321,0.182246585,0.257571004
nipa1,0,0.001811542,0.025752769
herc2,0.1350974,0.114828277,0.12778419
atp10a,0.08855485,0.05709177,0.013439113
ube3a,0.443126443,0.376140452,0.193465735
klf13,0.583263829,0.631842551,0.202192728
trpm1,0.015421197,0.00080207,0.010221257
mtmr10,0.017698214,0.018439233,0.015603206
fan1,0.003459156,0.00938688,0.008646616
mphosph10,0.257681405,0.199704107,0.076131164
mcee,0.131082367,0.146044857,0.061524397
ndnl2,0.295887597,0.24811408,0.724786783
tarsl2,0.011386379,0.006621725,0.002249628
tm2d3,0.261219516,0.219578805,0.128887172
snrpa1,0.468452845,0.419975662,0.207541062
vimp,0.582576225,0.618140284,0.266136767
chsy1,0.332752071,0.258740461,0.054731754
lrrk1,0.241176688,0.375575499,1.016165428
rp23.49i18.5,0.012782096,0.018406494,0.060635686
asb7,0.042553587,0.024055922,0.041978207
lins1,0.014465507,0.014876248,0.00928229
lysmd4,0.018104837,0.015337296,0.017901667
mef2a,0.149309611,0.262523139,0.295459334
lrrc28,0.040144292,0.036702603,0.010164229
igf1r,0.005154423,0.010999846,0.028058044
fam169b,0.172729813,0.007977983,0.022156592
arrdc4,0.050427721,0.114243613,0.357737016
mctp2,0.081851968,0.071683886,0.001299278
chd2,0.217066995,0.254886749,0.20539962
fam174b,0.064262188,0.023715297,0.000767763
rp23.235m8.7,0.000738332,0.001337787,0.005096907
slco3a1,0.08798394,0.067545621,0.03935167
sv2b,0.001698425,0,0
akap13,0.830970234,0.674967831,0.926944578
au020206,0.148050645,0.113359024,0.066022156
klhl25,0.116499226,0.088837717,0.017861849
ntrk3,0.029643159,0.041030747,0.000661996
mrpl46,0.309626452,0.214839275,0.148317867
mrps11,0.242775492,0.16665238,0.083068763
det1,0.049708776,0.063544848,0.015556784
aen,0.151489601,0.12971397,0.039408522
isg20,0.308345084,0.102223933,0.091987314
mfge8,0.077186284,0.084923545,0.084253537
abhd2,0.130514936,0.123565603,0.129088717
fanci,0.009419998,0.001859865,0.000787711
polg,0.097175883,0.079291612,0.051684106
ai854517,0,0,0
ticrr,0.020835146,0.00525911,0.00298987
pex11a,0.01234758,0.004186357,0.000900878
anpep,0.008143207,0.009138036,0.052759072
ap3s2,0.137025872,0.096799336,0.152710522
arpin,0.00068424,0.001708359,0.36803633
zfp710,0.014285227,0.025863247,0.033497782
idh2,0.057833934,0.047245074,0.059491117
sema4b,0.030043441,0.012388075,0.007552069
cib1,0.455902083,0.333950428,0.242201921
gdpgp1,0.041702964,0.031381881,0.005250959
ngrn,0.174722553,0.187715624,0.097092301
vps33b,0.045397311,0.046437591,0.016696969
rccd1,0.018732895,0.017204956,0.019616915
prc1,0.03051664,0.015752281,0.005365482
unc45a,0.132957004,0.098087149,0.054524504
hddc3,0.005685522,0.006832152,0
man2a2,0.024177625,0.017835097,0.01115078
fes,0.022436462,0.121079156,0.220953212
furin,0.110176029,0.09883902,0.134242167
rp23.137a24.6,0.001006081,0,0.001314665
blm,0.027332689,0.029263002,0.015374527
crtc3,0.138694604,0.188271196,0.224803781
gm15880,0,0.001574136,0.001071543
iqgap1,0.699333117,0.713676501,1.265206492
zscan2,0.028196179,0.044691272,0.012460848
wdr73,0.096564886,0.10009167,0.043033798
nmb,0.275531867,0.17990056,0.025350271
sec11a,0.892241147,0.884084459,0.47488922
zfp592,0.048994782,0.055746886,0.036110128
pde8a,0.011406329,0.016078062,0.019941638
rps17,3.125104182,2.922811269,2.455275345
x2900076a07rik,0.030723405,0.0365385,0.011042805
fsd2,0.009348833,0.007946845,0
whamm,0.080777099,0.079556374,0.070029898
homer2,0,0.001646538,0.002825327
fam103a1,0.683062932,0.630140969,0.563428964
x3110040n11rik,0.181578081,0.113592841,0.127811968
btbd1,0.334165565,0.270384942,0.270619435
tm6sf1,0.429502234,0.589809598,0.078551976
hdgfrp3,0.064682542,0.01661577,0.004947555
sh3gl3,0,0.000301092,0.00134342
eftud1,0.07829382,0.087359561,0.032388108
mex3b,0.008940061,0.008306641,0.126490825
gm16638,0.004756485,0.008770819,0
stard5,0.038532189,0.044142299,0.011078338
il16,0.481080062,0.484105196,0.037101505
mesdc1,0.08603078,0.083699844,0.119505177
mesdc2,0.128989553,0.165062324,0.074585404
abhd17c,0.029986915,0.024045406,0.021677802
arnt2,0.004464331,0.000184069,0.001519829
fah,0.027633843,0.016167563,0.051250701
zfand6,0.5932239,0.617454702,1.437127349
tyr,0,0.000443886,0
ctsc,0.605567098,0.511203187,0.516906562
gm26522,0.016726685,0.025824528,0.023242925
rp24.330m21.1,0,0.003188695,0
rab38,0,0.002116022,0.022509062
tmem135,0.078491641,0.065141546,0.02321458
fzd4,0,0.000151976,0
me3,0,0,0
l7rn6,0.403981072,0.299920091,0.260313682
eed,0.244569865,0.273828809,0.169023273
picalm,0.235749799,0.262521611,0.295909212
sytl2,0.204686965,0.199743035,0.008384088
crebzf,0.106886079,0.08384928,0.030862691
tmem126a,0.626210848,0.446966273,0.162682033
tmem126b,0.149022084,0.107443726,0.072054671
ccdc90b,0.068001044,0.048705434,0.096705899
pcf11,0.13167788,0.144333653,0.111641763
rab30,0.005063024,0.00236787,0.055967689
ddias,0.006932401,0.001559025,0.007534596
prcp,0.109023627,0.150936817,0.757639204
tenm4,0,0,0
nars2,0.034436214,0.023783969,0.003257053
gab2,0.003219299,0.008954532,0.056939634
usp35,0.001520926,0.003286907,0.021880181
kctd21,0,0.004651055,0.00604019
alg8,0.047875223,0.026865597,0.008104528
ndufc2,1.065910555,0.717740047,0.74222194
kctd14,0.010915507,0.006529466,0.044836893
ints4,0.08894427,0.053809361,0.036123082
aamdc,0.190247121,0.126513683,0.043647484
rsf1,0.226206393,0.191573903,0.159932738
clns1a,0.404608417,0.353774306,0.175156904
aqp11,0,0.00584707,0
pak1,0.01055482,0.023525858,0.118787365
myo7a,0.001339003,0.005502105,0.003404088
capn5,0.004111162,0.01482433,0.002386868
omp,0,0.000390779,0.006139037
acer3,0.045014006,0.050891338,0.084730242
emsy,0.127463754,0.143992775,0.136591343
prkrir,0.089051039,0.034939494,0.213337369
wnt11,0.001101128,0.000278758,0.100121518
uvrag,0.077363556,0.111442324,0.626956603
dgat2,0.001636113,0.001519232,0.008651669
map6,0.011709585,0.000716291,0.00135379
serpinh1,0,0.000970908,0.001756487
gdpd5,0.06764661,0.026805713,0.004102032
klhl35,0.005258091,0.003927668,0.003772732
rps3,3.803576953,3.808511472,3.146984142
arrb1,0.030735664,0.031072746,0.041058512
tpbgl,0.004134801,0.002689634,0
slco2b1,0,0,0
neu3,0.027741229,0.000827162,0.005829831
spcs2,1.293256203,1.068386497,0.476997318
rp23.428n8.3,0.006288441,0.005101717,0
rnf169,0.025307851,0.032174684,0.058722651
pold3,0.132493652,0.129328997,0.087478953
lipt2,0.003981503,0.014762937,0.008775481
kcne3,0.004822615,0.000765412,0.004476919
pgm2l1,0.039430899,0.064309443,0.010787846
ppme1,0.165233798,0.110874318,0.060529388
c2cd3,0.098835485,0.076030545,0.041422026
gm10603,0,0.000741646,0.002793702
ucp2,1.548666565,1.058377239,1.468777396
dnajb13,0.089259777,0.009891101,0.003014161
coa4,0.139231884,0.095825128,0.133487929
mrpl48,0.376663909,0.322489845,0.312650529
rab6a,0.267099836,0.263356671,0.309083304
fam168a,0.046190238,0.075358803,0.054200882
relt,0.045899846,0.065161141,0.32473786
p2ry6,0.010310588,0.023362014,0.024492417
p2ry2,0,0.002166903,0.001118773
fchsd2,0.057874299,0.06396345,0.3640101
atg16l2,0.174123711,0.072846055,0.039674315
stard10,0.062515123,0.071777843,0.147452265
arap1,0.043900564,0.088995738,0.039894785
pde2a,0.026079462,0.20261653,0.00478968
clpb,0.096447379,0.056477736,0.038922285
inppl1,0.03211709,0.018409763,0.045878602
folr2,0.002503899,0.012093999,0.016758078
anapc15,0.211371534,0.142799456,0.254853053
lamtor1,0.666651833,0.571309185,0.72732943
lrrc51,0.005581288,0.007817292,0.00582779
numa1,0.177725185,0.176850608,0.159007757
il18bp,0.019313656,0.038330945,0.333778944
rnf121,0.139894358,0.125383101,0.111047853
xndc1,0.033112144,0.036852113,0.015254608
nup98,0.008005944,0.010656317,0.041348619
pgap2,0.150676683,0.113964819,0.833137674
rhog,0.546824954,0.417475999,1.161502411
stim1,0.063514094,0.055317265,0.019781541
rrm1,0.175914825,0.093440416,0.059206983
trim21,0.007022569,0.019884065,0.011690376
trim68,0.021673107,0.024540825,0.008518721
hbb.bs,0.005086288,0.020067418,0.029449218
trim6,0,0,0.010784432
trim34a,0.127957574,0.120902093,0.129419104
trim5,0.137141384,0.149750181,0.111782639
trim12a,0.431702249,0.650665354,0.286462208
gm15133,0.019155883,0.033535452,0.012128579
trim12c,0.270710505,0.29542208,0.266980846
trim30b,0.005632736,0.011993581,0.011404935
trim30c,0.009941299,0.009406508,0.001000414
trim30a,0.474889742,0.441312902,0.506452289
trim30d,0.097558453,0.122811752,0.227689348
fam160a2,0.03815089,0.012575807,0.003991248
prkcdbp,0,0.000707031,0.009040959
smpd1,0.279260568,0.123588669,0.039453147
apbb1,0.053543476,0.003425234,0.01266668
trim3,0.011198589,0.005907478,0.035037345
arfip2,0.111744847,0.06559225,0.049373
timm10b,0.576420362,0.520387693,0.379376695
dnhd1,0.003621894,0.001162986,0
rrp8,0.14124298,0.095774217,0.07388527
ilk,0.505550574,0.476502639,0.532553503
taf10,0.870111192,0.752650528,0.884147074
tpp1,0.167101568,0.132075644,0.098196927
mrpl17,0.435323052,0.375567656,0.396480197
gm4070,0.036365694,0.061261452,0.009084792
gvin1,0.00673242,0.015500695,0.006524798
ppfibp2,0.000871516,0.003433868,0.118315379
nlrp10,0,0.002369105,0.004001704
eif3f,2.338532869,2.263692714,2.119363473
ric3,0,0.001173274,0
lmo1,0.027819641,0.011927854,0.030886496
rpl27a,3.719517882,3.69896647,3.3254177
akip1,0.160669249,0.106269063,0.089215987
tmem9b,0.538934167,0.466558344,0.28561207
dennd5a,0.060078032,0.030217608,0.39646027
tmem41b,0.136591925,0.088842273,0.072805489
x1600010m07rik,0.002725792,0.008528165,0.008037535
ipo7,0.160907682,0.079498232,0.069210221
aa474408,0.00473841,0.013292625,0.008251719
zfp143,0.050744071,0.072374846,0.053342637
wee1,0.017703695,0.01125757,0.031177118
swap70,0.054699871,0.047378245,0.668882589
sbf2,0.005672518,0.003768647,0.21467006
adm,0,0.000750019,0.015181805
ampd3,0.001101128,0.001031017,0.000856127
rnf141,0.039092863,0.03471891,0.045519264
lyve1,0.00054019,0.001147045,0.00129155
mrvi1,0.003177001,0.003215407,0
ctr9,0.108155464,0.100348253,0.038328561
eif4g2,0.830928456,0.655800767,0.63848809
usp47,0.130843214,0.08786047,0.105317485
dkk3,0,0,0.000976072
mical2,0.016583452,0.005505259,0.003093456
arntl,0.04316992,0.033965481,0.020841785
btbd10,0.100692849,0.073874064,0.062306096
far1,0.18538765,0.115008855,0.236292888
spon1,0.005363576,0.008246512,0.015235351
rras2,0.102723223,0.247535038,0.523743745
copb1,0.317440579,0.268773743,0.249859132
psma1,1.0960339,0.901767808,1.043659077
x4933406i18rik,0.001376176,0.010663995,0.007918018
pde3b,0.141028704,0.176531961,0.054798632
cyp2r1,0.004096357,0.005911587,0.001226783
insc,0,0,0.00146264
x1110004f10rik,0.638751103,0.56462308,0.465263194
plekha7,0.00218849,0.012804285,0
rps13,3.893441363,3.683774203,3.135719782
rp23.335g1.1,0.003013063,0.002107158,0.004555821
pik3c2a,0.115448236,0.061074033,0.023147906
nucb2,0.030298451,0.015302668,0.035876355
rp24.143k11.1,0,0,0
rp24.143k11.2,0,0,0.00076535
xylt1,0.023395103,0.026412682,0.040770152
rps15a,4.380192566,4.11825796,3.348742445
arl6ip1,1.720340863,1.269419032,0.828623199
smg1,0.15072101,0.136316103,0.166284346
rp23.213h1.2,0.001702904,0,0
itpripl2,0.032342409,0.035213073,0.223112697
coq7,0.110621922,0.043670422,0.033218843
gde1,0.290904358,0.210585384,0.034413869
ccp110,0.013337034,0.008222227,0.011823728
x9030624j02rik,0.128762569,0.11307275,0.137142347
knop1,0.204553784,0.190180054,0.171754498
iqck,0.001472611,0.001724835,0.001476958
gprc5b,0,0.000233127,0
thumpd1,0.147599679,0.138553723,0.042650959
eri2,0.025148405,0.023960635,0.008364173
x2610020h08rik,0.049393442,0.035914192,0.014381383
dcun1d3,0.0327107,0.030931578,0.025535283
lyrm1,0.087260357,0.084474403,0.045454403
tmem159,0.098223744,0.093915291,0.10169041
uqcrc2,0.864311417,0.680849873,0.647615645
pdzd9,0,0.000619704,0
x9030407p20rik,0.01186349,0.003124211,0.001912353
bc030336,0.032001563,0.10363193,0.027922387
eef2k,0.024009769,0.132539476,0.004663358
polr3e,0.055079371,0.054073555,0.026294807
cdr2,0.012065887,0.007107812,0.006095603
mettl9,0.330295004,0.23504681,0.194756115
igsf6,0.008681781,0.017894559,0.013601088
usp31,0.027141724,0.018626315,0.018850597
cog7,0.05822757,0.073470964,0.072727285
gga2,0.008616981,0.008812699,0.239551886
ears2,0.025321532,0.022828096,0.164265624
ubfd1,0.153881938,0.116794312,0.184039342
ndufab1,0.79653165,0.599340836,0.505652536
palb2,0.01489145,0.013775502,0.010824107
dctn5,0.2340264,0.155313779,0.139248333
plk1,0.016040865,0.01163101,0.006106844
chp2,0,0,0
prkcb,0.153664517,0.207165958,0.031723996
rbbp6,0.314299499,0.37159947,0.250072397
tnrc6a,0.268894572,0.238414686,0.288215727
slc5a11,0.000952027,0.001184677,0
arhgap17,0.131816672,0.137390606,0.11161642
lcmt1,0.262864405,0.157194801,0.05563113
kdm8,0.013724759,0.01265175,0.000661996
nsmce1,0.289658941,0.37228553,0.519820529
il4ra,0.096682829,0.111129219,0.426197575
il21r,0.509771889,0.11519509,0.624465105
gtf3c1,0.066137584,0.055912586,0.037664538
d430042o09rik,0.048658727,0.106291243,0.073169305
xpo6,0.13810185,0.102819945,0.156037643
sbk1,0.003932416,0.017047632,0.004575716
lat,1.362020421,0.27922872,0.098368843
spns1,0.091770804,0.071614875,0.054175466
nfatc2ip,0.051100008,0.039640932,0.014625325
rabep2,0.10746324,0.119775383,0.088957992
atp2a1,0.008346929,0.002347637,0
sh2b1,0.145684799,0.114233591,0.028797697
tufm,0.214507936,0.161364197,0.121303297
atxn2l,0.251799586,0.236929262,0.233735703
eif3c,0.87360057,0.692793734,0.901439566
cln3,0.189749183,0.228076392,0.087523182
apobr,0.081793785,0.177111981,0.090526038
il27,0.000865002,0.007482351,0.030721759
nupr1,0.018541692,0.037697582,0.21229677
x2510046g10rik,0.031605041,0.062739919,0.008636598
sgf29,0.207416676,0.204075691,0.037558629
sult1a1,0.000871516,0.001859435,0.004953744
slx1b,0.028045559,0.036964784,0.020268179
bola2,0.79155567,0.605535724,0.418521663
coro1a,3.077907906,2.644652807,2.156230875
mapk3,0.273568762,0.332473869,0.565632525
gdpd3,0.006098458,0.008648079,0.021739259
ypel3,0.813009887,0.946501084,0.331855644
tbx6,0.002488427,0.00254389,0
ppp4c,0.883243049,0.807026195,0.831629615
aldoa,2.422305108,1.888956841,1.593374894
ino80e,0.324425357,0.266307334,0.209307117
hirip3,0.038691083,0.047693038,0.019021552
taok2,0.080633772,0.091352147,0.084863058
tmem219,0.339605059,0.361118387,0.311437612
kctd13,0.071733269,0.068393599,0.12302759
d830044i16rik,0.000834957,0.003879998,0.009873524
cdipt,0.398834079,0.298137718,0.186071583
mvp,0.21084513,0.212616942,1.052504952
pagr1a,0.006858246,0.002796122,0.014535986
maz,0.347509008,0.239669337,0.134134186
kif22,0.045029647,0.021562668,0.00883157
ai467606,0.368927883,0.378543307,0.08016031
qprt,0.015007505,0.03509126,0
spn,0.631087289,0.508632158,0.057637089
cd2bp2,0.369726122,0.230564659,0.354089987
tbc1d10b,0.112453363,0.093368542,0.153310663
mylpf,0.054418718,0.02285146,0.017797491
1-Sep,1.371783677,1.508070687,0.114217948
zfp553,0.058047814,0.057480557,0.03371581
zfp771,0.125665657,0.119547764,0.135487351
dctpp1,0.373321193,0.221379815,0.083642006
sephs2,0.253330965,0.383134708,0.035826731
itgal,0.688952304,0.644765408,0.080707157
zfp768,0.004750192,0.034663081,0.04799118
zfp747,0.018081215,0.030779727,0.021115289
x9130019o22rik,0.008210368,0.01261728,0.016842838
e430018j23rik,0.011810167,0.02125525,0.009896688
zfp764,0.028953112,0.017971753,0.01506515
zfp688,0.087683765,0.098148549,0.121510802
rp23.4h17.3,0.006021487,0.004462134,0.00458753
zfp689,0.004477926,0.014928218,0.016935787
prr14,0.147654016,0.146148237,0.419466648
fbrs,0.083299166,0.064783547,0.157043023
x1700008j07rik,0.013048655,0.028353843,0.046522176
srcap,0.02232473,0.047229457,0.034010132
gm42715,0.00830914,0.014273004,0.008424033
phkg2,0.226684702,0.201690604,0.222825674
ccdc189,0.004050792,0.048063233,0.048557939
rnf40,0.102898649,0.073443958,0.197225235
zfp629,0,0.00483233,0.014473978
bcl7c,0.381291062,0.321950142,0.521845494
fbxl19,0.011760506,0.004978474,0.021654167
orai3,0.1453769,0.196919763,0.250559718
setd1a,0.041632235,0.034047617,0.048888979
hsd3b7,0,0.001125673,0.002064063
stx1b,0,0,0.020327553
stx4a,0.264826775,0.338385827,0.559461177
zfp668,0.040923905,0.040802703,0.034086294
zfp646,0.062414788,0.070705479,0.042174207
vkorc1,0.069823979,0.103044665,0.051083377
bckdk,0.160881509,0.140794745,0.100604024
kat8,0.10693499,0.093870783,0.07871829
prss36,0.005036259,0.00937983,0.016523078
fus,0.507044765,0.646257072,0.617303047
gm26690,0,0.004023932,0
pycard,1.254859732,1.391882183,0.478340062
itgam,0.029334236,0.16170164,0.050979239
itgam.1,0.002846828,0.006520213,0.00065607
itgax,0.0357151,0.279496951,0.055325852
itgad,0,0.023094916,0.002435727
cox6a2,0.023043811,0.05469493,0.00266572
x9130023h24rik,0.008561258,0.004499758,0.003967716
armc5,0.048049679,0.040177127,0.039255037
tgfb1i1,0.003174429,0.000781474,0
bc017158,0.014057683,0.007863746,0.006348484
rgs10,0.434460561,0.137911522,1.884191284
tial1,0.317443545,0.240546994,0.174471499
bag3,0.038002215,0.03454532,0.067037514
inpp5f,0.047659372,0.010561472,0.072542482
mcmbp,0.207757766,0.192990203,0.207188636
sec23ip,0.074830999,0.08305162,0.04992689
wdr11,0.023570515,0.013419904,0.024218847
ate1,0.08658127,0.08082915,0.085450317
rp23.182f18.2,0,0.001051075,0
nsmce4a,0.508058243,0.517019233,0.305202668
tacc2,0.067321048,0.013206641,0.006377741
gm5602,0,0.001746517,0.002576268
plekha1,0.040335236,0.059605467,0.203564606
x2310057m21rik,0.060322415,0.051206471,0.019394088
pstk,0.175905324,0.121899187,0.041342427
ikzf5,0.068519281,0.07360887,0.036402776
acadsb,0.039426929,0.037462314,0.039263269
bub3,0.598149088,0.532783327,0.465749246
chst15,0.004499257,0.008024332,0.1138516
oat,0.126517506,0.121465937,0.361136598
lhpp,0.007806999,0.003223678,0.037382764
fam53b,0.238820355,0.382926739,0.286005021
mettl10,0.184165121,0.081810651,0.129661839
fam175b,0.111635856,0.080002043,0.108096611
zranb1,0.110910675,0.130997542,0.173409775
ctbp2,0.0082816,0.055005224,0.056684208
edrf1,0.022248864,0.020459809,0.015645866
uros,0.039789904,0.024261903,0.045580135
bccip,0.416683373,0.388578496,0.179511862
dhx32,0.094768257,0.044943899,0.01427927
dock1,0.00054019,0.001329431,0.019158479
ptpre,0.147260636,0.244142634,0.063009132
x5830432e09rik,0.045199038,0.075776841,0.005948375
mki67,0.081937874,0.043926846,0.018218394
mgmt,0.007422053,0.026547494,0.001609395
x9430038i01rik,0.07946975,0.101795762,0.051619596
glrx3,0.796992944,0.656428005,0.455453887
mapk1ip1,0.037816416,0.043942615,0.019692977
ppp2r2d,0.15223264,0.125436358,0.123456804
bnip3,0.17161889,0.128794136,0.105784999
stk32c,0.152835654,0.156261266,0.011786141
lrrc27,0.004161864,0.008377093,0
pwwp2b,0.007292496,0.00874093,0.00086577
inpp5a,0.005296161,0.007730748,0.027542959
utf1,0.054414272,0.044512088,0.025626041
x6430531b16rik,0.002666233,0.002617826,0.034057587
adam8,0.291527745,0.090764142,0.593138189
tubgcp2,0.072197719,0.059930223,0.080133125
zfp511,0.22279092,0.190885872,0.189487643
caly,0,0.001283371,0
fuom,0.041944011,0.012824189,0.02679674
echs1,0.212013334,0.244546508,0.127883872
paox,0.04788176,0.015943444,0.026971441
mtg1,0.071458513,0.051888914,0.021193418
cd163l1,0.007970131,0.001633776,0
cyp2e1,0.013731999,0.012439607,0.010275463
zfp941,0,0.000845059,0
bet1l,0.21336612,0.239235484,0.182185461
ric8,0.271373313,0.305141023,0.241430713
sirt3,0.049697325,0.095022201,0.024978059
psmd13,0.696461852,0.629818941,0.496782308
athl1,0.042590265,0.041428068,0.032960235
ifitm5,0.001342615,0.000622092,0
ifitm2,0.26500418,0.281604425,1.591584442
ifitm1,0.060595586,0.048712446,0.410029747
ifitm3,0.375257548,0.56113927,1.851635484
ifitm6,0.032284893,0.047943742,0.04318615
pkp3,0.634280119,0.47418102,0.520227608
sigirr,0.2740164,0.305115513,0.128866759
ptdss2,0.061829996,0.055671882,0.206232228
rnh1,0.72326884,0.862367139,1.102117899
hras,0.244400527,0.199288959,0.295719521
lrrc56,0.006951171,0.006288775,0.006871416
lmntd2,0.009923779,0.001226922,0
rassf7,0.033941375,0.032657672,0.019574399
phrf1,0.099968683,0.122706549,0.098612465
irf7,0.332725521,0.428918954,0.513346198
sct,0,0.002656374,0.02975921
deaf1,0.072683817,0.064177326,0.030167759
tmem80,0.095851481,0.119738449,0.084638263
eps8l2,0,0.001237178,0.066664041
taldo1,1.180134595,0.96195505,1.038547122
